"id","description","last_updated"
"2707232","Egg omelet or scrambled egg, with dark-green vegetables, fat added","2024-10-31"
"2707233","Egg omelet or scrambled egg, with dark-green vegetables, no added fat","2024-10-31"
"2707234","Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat","2024-10-31"
"2707235","Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added","2024-10-31"
"2707236","Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added","2024-10-31"
"2707237","Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat","2024-10-31"
"2707238","Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added","2024-10-31"
"2707239","Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat","2024-10-31"
"2707240","Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat","2024-10-31"
"2707241","Egg omelet or scrambled egg, with cheese and tomatoes, fat added","2024-10-31"
"2707242","Egg omelet or scrambled egg, with cheese and tomatoes, no added fat","2024-10-31"
"2707243","Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat","2024-10-31"
"2707244","Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added","2024-10-31"
"2707245","Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat","2024-10-31"
"2707246","Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat","2024-10-31"
"2707247","Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added","2024-10-31"
"2707248","Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat","2024-10-31"
"2707249","Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat","2024-10-31"
"2707250","Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added","2024-10-31"
"2707251","Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat","2024-10-31"
"2707252","Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat","2024-10-31"
"2707253","Egg omelet or scrambled egg, with meat and tomatoes, fat added","2024-10-31"
"2707254","Egg omelet or scrambled egg, with meat and tomatoes, no added fat","2024-10-31"
"2707255","Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat","2024-10-31"
"2707256","Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added","2024-10-31"
"2707257","Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat","2024-10-31"
"2707258","Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat","2024-10-31"
"2707259","Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added","2024-10-31"
"2707260","Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat","2024-10-31"
"2707261","Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat","2024-10-31"
"2707262","Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added","2024-10-31"
"2707263","Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat","2024-10-31"
"2707264","Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat","2024-10-31"
"2707265","Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added","2024-10-31"
"2707266","Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat","2024-10-31"
"2707267","Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat","2024-10-31"
"2707268","Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added","2024-10-31"
"2707269","Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat","2024-10-31"
"2707270","Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat","2024-10-31"
"2707271","Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added","2024-10-31"
"2707272","Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat","2024-10-31"
"2707273","Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat","2024-10-31"
"2707274","Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added","2024-10-31"
"2707275","Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat","2024-10-31"
"2707276","Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat","2024-10-31"
"2707277","Egg omelet or scrambled egg, with potatoes and/or onions, fat added","2024-10-31"
"2707278","Egg omelet or scrambled egg, with potatoes and/or onions, no added fat","2024-10-31"
"2707279","Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat","2024-10-31"
"2707280","Egg salad sandwich on white","2024-10-31"
"2707281","Egg salad sandwich on wheat","2024-10-31"
"2707282","Soup, egg drop","2024-10-31"
"2707283","Egg white omelet, scrambled, or fried, NS as to fat","2024-10-31"
"2707284","Egg white omelet, scrambled, or fried, made with margarine","2024-10-31"
"2707285","Egg white omelet, scrambled, or fried, made with oil","2024-10-31"
"2707286","Egg white omelet, scrambled, or fried, made with butter","2024-10-31"
"2707287","Egg white omelet, scrambled, or fried, made with cooking spray","2024-10-31"
"2707288","Egg white omelet, scrambled, or fried, NS as to fat type","2024-10-31"
"2707289","Egg white omelet, scrambled, or fried, no added fat","2024-10-31"
"2707290","Egg white, omelet, scrambled, or fried, with cheese","2024-10-31"
"2707291","Egg white, omelet, scrambled, or fried, with meat","2024-10-31"
"2707292","Egg white, omelet, scrambled, or fried, with vegetables","2024-10-31"
"2707293","Egg white, omelet, scrambled, or fried, with cheese and meat","2024-10-31"
"2707294","Egg white, omelet, scrambled, or fried, with cheese and vegetables","2024-10-31"
"2707295","Egg white, omelet, scrambled, or fried, with meat and vegetables","2024-10-31"
"2707296","Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables","2024-10-31"
"2707297","Meringues","2024-10-31"
"2707298","Egg substitute, omelet, scrambled, or fried, fat added","2024-10-31"
"2707299","Egg substitute, omelet, scrambled, or fried, no added fat","2024-10-31"
"2707300","Egg substitute, omelet, scrambled, or fried, with cheese","2024-10-31"
"2707301","Egg substitute, omelet, scrambled, or fried, with meat","2024-10-31"
"2707302","Egg substitute, omelet, scrambled, or fried, with vegetables","2024-10-31"
"2707303","Egg substitute, omelet, scrambled, or fried, with cheese and meat","2024-10-31"
"2707304","Egg substitute, omelet, scrambled, or fried, with cheese and vegetables","2024-10-31"
"2707305","Egg substitute, omelet, scrambled, or fried, with meat and vegetables","2024-10-31"
"2707306","Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables","2024-10-31"
"2707307","Egg sandwich on white bread","2024-10-31"
"2707308","Egg sandwich on white bread, with cheese","2024-10-31"
"2707309","Egg sandwich on white bread, with meat","2024-10-31"
"2707310","Egg sandwich on white bread, with meat and cheese","2024-10-31"
"2707311","Egg sandwich on wheat bread","2024-10-31"
"2707312","Egg sandwich on wheat bread, with cheese","2024-10-31"
"2707313","Egg sandwich on wheat bread, with meat","2024-10-31"
"2707314","Egg sandwich on wheat bread, with meat and cheese","2024-10-31"
"2707315","Egg sandwich on English muffin","2024-10-31"
"2707316","Egg sandwich on English muffin, with sausage","2024-10-31"
"2707317","Egg sandwich on English muffin, with bacon","2024-10-31"
"2707318","Egg sandwich on English muffin, with ham","2024-10-31"
"2707319","Egg sandwich on croissant","2024-10-31"
"2707320","Egg sandwich on croissant, with sausage","2024-10-31"
"2707321","Egg sandwich on croissant, with bacon","2024-10-31"
"2707322","Egg sandwich on croissant, with ham","2024-10-31"
"2707323","Egg sandwich on biscuit","2024-10-31"
"2707324","Egg sandwich on biscuit, with sausage","2024-10-31"
"2707325","Egg sandwich on biscuit, with sausage and cheese","2024-10-31"
"2707326","Egg sandwich on biscuit, with bacon","2024-10-31"
"2707327","Egg sandwich on biscuit, with bacon and cheese","2024-10-31"
"2707328","Egg sandwich on bagel","2024-10-31"
"2707329","Egg sandwich on bagel, with sausage","2024-10-31"
"2707330","Egg sandwich on bagel, with bacon","2024-10-31"
"2707331","Egg sandwich on bagel, with ham","2024-10-31"
"2707332","Egg sandwich on griddle/pancake","2024-10-31"
"2707333","Egg sandwich on griddle/pancake, with meat","2024-10-31"
"2707334","Egg white sandwich","2024-10-31"
"2707335","Egg white sandwich, with cheese","2024-10-31"
"2707336","Egg white sandwich, with meat","2024-10-31"
"2707337","Bacon biscuit sandwich","2024-10-31"
"2707338","Ham biscuit sandwich","2024-10-31"
"2707339","Sausage biscuit sandwich","2024-10-31"
"2707340","Sausage biscuit sandwich, with cheese","2024-10-31"
"2707341","Sausage English muffin sandwich","2024-10-31"
"2707342","Sausage griddle/pancake sandwich","2024-10-31"
"2707343","Egg burrito","2024-10-31"
"2707344","Egg burrito, with sausage","2024-10-31"
"2707345","Egg burrito, with bacon","2024-10-31"
"2707346","Egg burrito, with ham","2024-10-31"
"2707347","Beans, NFS","2024-10-31"
"2707348","Beans, from dried, NS as to type, fat added","2024-10-31"
"2707349","Beans, from dried, NS as to type, no added fat","2024-10-31"
"2707350","Beans, from canned, NS as to type, fat added","2024-10-31"
"2707351","Beans, from canned, NS as to type, no added fat","2024-10-31"
"2707352","Beans, from fast food / restaurant, NS as to type","2024-10-31"
"2707353","White beans, NFS","2024-10-31"
"2707354","White beans, from dried, fat added","2024-10-31"
"2707355","White beans, from dried, no added fat","2024-10-31"
"2707356","White beans, from canned, fat added","2024-10-31"
"2707357","White beans, from canned, no added fat","2024-10-31"
"2707358","White beans, from canned, reduced sodium","2024-10-31"
"2707359","Black beans, NFS","2024-10-31"
"2707360","Black beans, from dried, fat added","2024-10-31"
"2707361","Black beans, from dried, no added fat","2024-10-31"
"2707362","Black beans, from canned, fat added","2024-10-31"
"2707363","Black beans, from canned, no added fat","2024-10-31"
"2707364","Black beans, from canned, reduced sodium","2024-10-31"
"2707365","Black beans, from fast food / restaurant","2024-10-31"
"2707366","Black beans with meat","2024-10-31"
"2707367","Fava beans, cooked","2024-10-31"
"2707368","Lima beans, NFS","2024-10-31"
"2707369","Lima beans, from dried","2024-10-31"
"2707370","Pink beans, cooked","2024-10-31"
"2707371","Pinto beans, NFS","2024-10-31"
"2707372","Pinto beans, from dried, fat added","2024-10-31"
"2707373","Pinto beans, from dried, no added fat","2024-10-31"
"2707374","Pinto beans, from canned, fat added","2024-10-31"
"2707375","Pinto beans, from canned, no added fat","2024-10-31"
"2707376","Pinto beans, from canned, reduced sodium","2024-10-31"
"2707377","Pinto beans, from fast food / restaurant","2024-10-31"
"2707378","Pinto beans with meat","2024-10-31"
"2707379","Kidney beans, NFS","2024-10-31"
"2707380","Kidney beans, from dried, fat added","2024-10-31"
"2707381","Kidney beans, from dried, no added fat","2024-10-31"
"2707382","Kidney beans, from canned, fat added","2024-10-31"
"2707383","Kidney beans, from canned, no added fat","2024-10-31"
"2707384","Kidney beans, from canned, reduced sodium","2024-10-31"
"2707385","Kidney beans, from fast food / restaurant","2024-10-31"
"2707386","Kidney beans with meat","2024-10-31"
"2707387","Peruvian beans, from dried","2024-10-31"
"2707388","Soybeans, cooked","2024-10-31"
"2707389","Mung beans, cooked","2024-10-31"
"2707390","Baked beans","2024-10-31"
"2707391","Baked beans, vegetarian","2024-10-31"
"2707392","Baked beans from fast food / restaurant","2024-10-31"
"2707393","Beans and tomatoes, no added fat","2024-10-31"
"2707394","Beans and tomatoes, fat added","2024-10-31"
"2707395","Black bean salad","2024-10-31"
"2707396","Refried beans","2024-10-31"
"2707397","Refried beans, from fast food / restaurant","2024-10-31"
"2707398","Refried beans with meat","2024-10-31"
"2707399","Refried beans, from canned, reduced sodium","2024-10-31"
"2707400","Bean dip, made with refried beans","2024-10-31"
"2707401","Layer dip","2024-10-31"
"2707402","Hummus, plain","2024-10-31"
"2707403","Hummus, flavored","2024-10-31"
"2707404","Black bean sauce","2024-10-31"
"2707405","Beans and franks","2024-10-31"
"2707406","Pork and beans","2024-10-31"
"2707407","Beans with meat, NS as to type","2024-10-31"
"2707408","Falafel","2024-10-31"
"2707409","Bean cake","2024-10-31"
"2707410","Baked beans, reduced sodium","2024-10-31"
"2707411","Chili, vegetarian","2024-10-31"
"2707412","Blackeyed peas, NFS","2024-10-31"
"2707413","Blackeyed peas, from dried","2024-10-31"
"2707414","Chickpeas, NFS","2024-10-31"
"2707415","Chickpeas, from dried, fat added","2024-10-31"
"2707416","Chickpeas, from dried, no added fat","2024-10-31"
"2707417","Chickpeas, from canned, fat added","2024-10-31"
"2707418","Chickpeas, from canned, no added fat","2024-10-31"
"2707419","Chickpeas, from canned, reduced sodium","2024-10-31"
"2707420","Split peas, from dried, no added fat","2024-10-31"
"2707421","Split peas, from dried, fat added","2024-10-31"
"2707422","Wasabi peas","2024-10-31"
"2707423","Lentils, NFS","2024-10-31"
"2707424","Lentils, from dried, fat added","2024-10-31"
"2707425","Lentils, from dried, no added fat","2024-10-31"
"2707426","Lentils, from canned","2024-10-31"
"2707427","Dal","2024-10-31"
"2707428","Bean chips","2024-10-31"
"2707429","Papad, grilled or broiled","2024-10-31"
"2707430","Sambar, vegetable stew","2024-10-31"
"2707431","Lentil curry","2024-10-31"
"2707432","Lentil curry with rice","2024-10-31"
"2707433","Soy nuts","2024-10-31"
"2707434","Soy chips","2024-10-31"
"2707435","Soybean curd","2024-10-31"
"2707436","Edamame, cooked","2024-10-31"
"2707437","Soybean curd cheese","2024-10-31"
"2707438","Miso sauce","2024-10-31"
"2707439","Miso","2024-10-31"
"2707440","Natto","2024-10-31"
"2707441","Hoisin sauce","2024-10-31"
"2707442","Soy sauce","2024-10-31"
"2707443","Soy sauce, reduced sodium","2024-10-31"
"2707444","Yogurt, soy","2024-10-31"
"2707445","Teriyaki sauce","2024-10-31"
"2707446","Teriyaki sauce, reduced sodium","2024-10-31"
"2707447","Worcestershire sauce","2024-10-31"
"2707448","Soybean curd, deep fried","2024-10-31"
"2707449","Soybean curd, breaded, fried","2024-10-31"
"2707450","Vermicelli, made from soybeans","2024-10-31"
"2707451","Textured vegetable protein, dry","2024-10-31"
"2707452","Frozen dessert, non-dairy","2024-10-31"
"2707453","Soup, bean","2024-10-31"
"2707454","Soup, bean, canned","2024-10-31"
"2707455","Soup, miso or tofu","2024-10-31"
"2707456","Soup, bean, canned, reduced sodium","2024-10-31"
"2707457","Soup, bean, with meat","2024-10-31"
"2707458","Soup, split pea, with meat","2024-10-31"
"2707459","Soup, split pea","2024-10-31"
"2707460","Soup, lentil, canned","2024-10-31"
"2707461","Soup, lentil, canned, reduced sodium","2024-10-31"
"2707462","Soup, lentil","2024-10-31"
