"fdc_id","data_type","description","food_category_id","publication_date"
"2706731","survey_fndds_food","Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","3002","2022-10-28"
"2706732","survey_fndds_food","Swiss steak","3002","2022-10-28"
"2706733","survey_fndds_food","Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce","3002","2022-10-28"
"2706734","survey_fndds_food","Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce","3002","2022-10-28"
"2706735","survey_fndds_food","Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce","3002","2022-10-28"
"2706736","survey_fndds_food","Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce","3002","2022-10-28"
"2706737","survey_fndds_food","Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706738","survey_fndds_food","Beef and broccoli","3404","2022-10-28"
"2706739","survey_fndds_food","Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706740","survey_fndds_food","Szechuan beef","3404","2022-10-28"
"2706741","survey_fndds_food","Hunan beef","3404","2022-10-28"
"2706742","survey_fndds_food","Beef chow mein or chop suey, no noodles","3402","2022-10-28"
"2706743","survey_fndds_food","Kung Pao beef","3404","2022-10-28"
"2706744","survey_fndds_food","Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706745","survey_fndds_food","Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706746","survey_fndds_food","Beef and vegetables, Hawaiian style","3002","2022-10-28"
"2706747","survey_fndds_food","Pepper steak","3002","2022-10-28"
"2706748","survey_fndds_food","Beef, ground, with egg and onion","3002","2022-10-28"
"2706749","survey_fndds_food","Beef salad","3002","2022-10-28"
"2706750","survey_fndds_food","Beef taco filling: beef, cheese, tomato, taco sauce","3502","2022-10-28"
"2706751","survey_fndds_food","Stir fried beef and vegetables in soy sauce","3404","2022-10-28"
"2706752","survey_fndds_food","Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy","3002","2022-10-28"
"2706753","survey_fndds_food","Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy","3002","2022-10-28"
"2706754","survey_fndds_food","Beef steak with onions, Puerto Rican style","3002","2022-10-28"
"2706755","survey_fndds_food","Cabbage with ham hocks","3002","2022-10-28"
"2706756","survey_fndds_food","Ham or pork salad","3002","2022-10-28"
"2706757","survey_fndds_food","Frankfurters or hot dogs and sauerkraut","3002","2022-10-28"
"2706758","survey_fndds_food","Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce","3002","2022-10-28"
"2706759","survey_fndds_food","Greens with ham or pork","6411","2022-10-28"
"2706760","survey_fndds_food","Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce","3404","2022-10-28"
"2706761","survey_fndds_food","Pork and vegetables, Hawaiian style","3404","2022-10-28"
"2706762","survey_fndds_food","Pork and watercress with soy-based sauce","3404","2022-10-28"
"2706763","survey_fndds_food","Kung Pao pork","3404","2022-10-28"
"2706764","survey_fndds_food","Moo Shu pork, without Chinese pancake","3404","2022-10-28"
"2706765","survey_fndds_food","Pork and onions with soy-based sauce","3404","2022-10-28"
"2706766","survey_fndds_food","Pork hash","3002","2022-10-28"
"2706767","survey_fndds_food","Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce","3002","2022-10-28"
"2706768","survey_fndds_food","Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce","3002","2022-10-28"
"2706769","survey_fndds_food","Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce","3002","2022-10-28"
"2706770","survey_fndds_food","Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706771","survey_fndds_food","Pork chow mein or chop suey, no noodles","3402","2022-10-28"
"2706772","survey_fndds_food","Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","3002","2022-10-28"
"2706773","survey_fndds_food","Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce","3002","2022-10-28"
"2706774","survey_fndds_food","Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","3002","2022-10-28"
"2706775","survey_fndds_food","Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce","3002","2022-10-28"
"2706776","survey_fndds_food","Sausage and peppers, no sauce","3002","2022-10-28"
"2706777","survey_fndds_food","Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706778","survey_fndds_food","Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706779","survey_fndds_food","Pork shish kabob with vegetables, excluding potatoes","3002","2022-10-28"
"2706780","survey_fndds_food","Lamb shish kabob with vegetables, excluding potatoes","3002","2022-10-28"
"2706781","survey_fndds_food","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce","3004","2022-10-28"
"2706782","survey_fndds_food","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce","3004","2022-10-28"
"2706783","survey_fndds_food","Chicken or turkey shish kabob with vegetables, excluding potatoes","3004","2022-10-28"
"2706784","survey_fndds_food","Chicken or turkey creole, without rice","3004","2022-10-28"
"2706785","survey_fndds_food","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy","3004","2022-10-28"
"2706786","survey_fndds_food","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy","3004","2022-10-28"
"2706787","survey_fndds_food","Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce","3004","2022-10-28"
"2706788","survey_fndds_food","Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce","3004","2022-10-28"
"2706789","survey_fndds_food","Chicken or turkey divan","3004","2022-10-28"
"2706790","survey_fndds_food","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706791","survey_fndds_food","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","3404","2022-10-28"
"2706792","survey_fndds_food","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","3004","2022-10-28"
"2706793","survey_fndds_food","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce","3004","2022-10-28"
"2706794","survey_fndds_food","General Tso chicken","3404","2022-10-28"
"2706795","survey_fndds_food","Moo Goo Gai Pan","3404","2022-10-28"
"2706796","survey_fndds_food","Kung pao chicken","3404","2022-10-28"
"2706797","survey_fndds_food","Almond chicken","3404","2022-10-28"
"2706798","survey_fndds_food","Chicken or turkey chow mein or chop suey, no noodles","3402","2022-10-28"
"2706799","survey_fndds_food","Chicken or turkey salad, made with mayonnaise","3004","2022-10-28"
"2706800","survey_fndds_food","Chicken or turkey salad with nuts and/or fruits","3004","2022-10-28"
"2706801","survey_fndds_food","Chicken or turkey salad with egg","3004","2022-10-28"
"2706802","survey_fndds_food","Chicken or turkey salad, made with light mayonnaise","3004","2022-10-28"
"2706803","survey_fndds_food","Chicken or turkey salad, made with mayonnaise-type salad dressing","3004","2022-10-28"
"2706804","survey_fndds_food","Chicken or turkey salad, made with light mayonnaise-type salad dressing","3004","2022-10-28"
"2706805","survey_fndds_food","Chicken or turkey salad, made with creamy dressing","3004","2022-10-28"
"2706806","survey_fndds_food","Chicken or turkey salad, made with light creamy dressing","3004","2022-10-28"
"2706807","survey_fndds_food","Chicken or turkey salad, made with Italian dressing","3004","2022-10-28"
"2706808","survey_fndds_food","Chicken or turkey salad, made with light Italian dressing","3004","2022-10-28"
"2706809","survey_fndds_food","Chicken or turkey salad, made with any type of fat free dressing","3004","2022-10-28"
"2706810","survey_fndds_food","Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing","3004","2022-10-28"
"2706811","survey_fndds_food","Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing","3004","2022-10-28"
"2706812","survey_fndds_food","Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","3004","2022-10-28"
"2706813","survey_fndds_food","Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","3004","2022-10-28"
"2706814","survey_fndds_food","Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","3004","2022-10-28"
"2706815","survey_fndds_food","Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","3004","2022-10-28"
"2706816","survey_fndds_food","Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing","3004","2022-10-28"
"2706817","survey_fndds_food","Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing","3004","2022-10-28"
"2706818","survey_fndds_food","Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing","3004","2022-10-28"
"2706819","survey_fndds_food","Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing","3004","2022-10-28"
"2706820","survey_fndds_food","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce","3004","2022-10-28"
"2706821","survey_fndds_food","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce","3004","2022-10-28"
"2706822","survey_fndds_food","Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style","3004","2022-10-28"
"2706823","survey_fndds_food","Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style","3004","2022-10-28"
"2706824","survey_fndds_food","Crab salad","3006","2022-10-28"
"2706825","survey_fndds_food","Lobster salad","3006","2022-10-28"
"2706826","survey_fndds_food","Salmon salad","3006","2022-10-28"
"2706827","survey_fndds_food","Shrimp chow mein or chop suey, no noodles","3402","2022-10-28"
"2706828","survey_fndds_food","Tuna salad, made with mayonnaise","3006","2022-10-28"
"2706829","survey_fndds_food","Tuna salad, made with light mayonnaise","3006","2022-10-28"
"2706830","survey_fndds_food","Tuna salad, made with mayonnaise-type salad dressing","3006","2022-10-28"
"2706831","survey_fndds_food","Tuna salad, made with light mayonnaise-type salad dressing","3006","2022-10-28"
"2706832","survey_fndds_food","Tuna salad, made with creamy dressing","3006","2022-10-28"
"2706833","survey_fndds_food","Tuna salad, made with light creamy dressing","3006","2022-10-28"
"2706834","survey_fndds_food","Tuna salad, made with Italian dressing","3006","2022-10-28"
"2706835","survey_fndds_food","Tuna salad, made with light Italian dressing","3006","2022-10-28"
"2706836","survey_fndds_food","Tuna salad, made with any type of fat free dressing","3006","2022-10-28"
"2706837","survey_fndds_food","Shrimp salad","3006","2022-10-28"
"2706838","survey_fndds_food","Seafood salad","3006","2022-10-28"
"2706839","survey_fndds_food","Tuna salad with cheese","3006","2022-10-28"
"2706840","survey_fndds_food","Tuna salad with egg","3006","2022-10-28"
"2706841","survey_fndds_food","Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing","3006","2022-10-28"
"2706842","survey_fndds_food","Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing","3006","2022-10-28"
"2706843","survey_fndds_food","Crab salad made with imitation crab","3006","2022-10-28"
"2706844","survey_fndds_food","Fish, tofu, and vegetables, tempura","3006","2022-10-28"
"2706845","survey_fndds_food","Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing","3006","2022-10-28"
"2706846","survey_fndds_food","Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing","3006","2022-10-28"
"2706847","survey_fndds_food","Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing","3006","2022-10-28"
"2706848","survey_fndds_food","Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing","3006","2022-10-28"
"2706849","survey_fndds_food","Oysters Rockefeller","3006","2022-10-28"
"2706850","survey_fndds_food","Lomi salmon","3006","2022-10-28"
"2706851","survey_fndds_food","Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce","3006","2022-10-28"
